item_id,title,storage_type,shelf_life_days,can_freeze,frozen_shelf_life_days,perishability,confidence,notes
470700,Jordbaerkage,ambient,30,False,,low,low,"Unknown item, default to ambient"
470701,Jordbaertaerte,ambient,365,False,,low,high,Beverages shelf-stable at room temp
470708,Kartoffelkage,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
470710,Linse,ambient,30,False,,low,low,"Unknown item, default to ambient"
470716,Mazarin Taerte,frozen,14,True,180,low,medium,max_gap 25.0d forces non-perishable storage
470753,Medalje,ambient,30,False,,low,low,"Unknown item, default to ambient"
470755,Fuldkornsbolle,dry,365,False,,low,high,"Dry goods stable, shelf-stable"
470756,Fuldkornsbolle med Graskekerne,dry,365,False,,low,high,"Dry goods stable, shelf-stable"
470759,Unspecified,ambient,30,False,,low,low,"Unknown item, default to ambient"
470767,Hondvaerker,ambient,30,False,,low,low,"Unknown item, default to ambient"
470773,Rundstykke,ambient,30,False,,low,low,"Unknown item, default to ambient"
470792,Grahamsbrod,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
470797,Italienskbrod,ambient,30,False,,low,low,"Unknown item, default to ambient"
470798,Softkerne Rugbrod,ambient,30,False,,low,low,"Unknown item, default to ambient"
470801,Stenalderrugbrod,ambient,365,False,,low,high,Beverages shelf-stable at room temp
470802,Stort Alm Formbrod,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
470803,Stort Alm Franskbrod,ambient,30,False,,low,low,"Unknown item, default to ambient"
470855,10. Mediterranean Falafel Fiesta,ambient,365,False,,low,high,Beverages shelf-stable at room temp
470861,TunSalat,refrigerated,2,False,,high,high,"Fresh salad, short shelf-life"
470863,Honsesalat,frozen,14,True,180,low,medium,max_gap 16.0d forces non-perishable storage
470864,Rullepolse,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
470869,Spegepolse,frozen,14,True,180,medium,low,"Unknown item, cadence 12.0d gap suggests freezing"
470870,Aeg,ambient,30,False,,low,low,"Unknown item, default to ambient"
470871,Blue The Birkes,ambient,30,False,,low,low,"Unknown item, default to ambient"
470873,Franske Snegle,ambient,30,False,,low,low,"Unknown item, default to ambient"
470874,Grov Birkes,frozen,14,True,180,low,medium,max_gap 18.0d forces non-perishable storage
470876,Kanel Snegle,ambient,30,False,,low,low,"Unknown item, default to ambient"
470877,Rom Snegle,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
470878,Spandauer,ambient,30,False,,low,low,"Unknown item, default to ambient"
470883,Napoleonshat,frozen,14,True,180,low,medium,max_gap 31.0d forces non-perishable storage
470891,Nødehorn,frozen,14,True,180,low,medium,max_gap 16.0d forces non-perishable storage
470893,Nodde Mazarin,frozen,14,True,180,low,medium,max_gap 17.0d forces non-perishable storage
470904,Pandekage,frozen,14,True,180,low,medium,max_gap 15.0d forces non-perishable storage
470906,Peter Faber,ambient,365,False,,low,high,Beverages shelf-stable at room temp
470944,Smo Kager,frozen,14,True,180,low,medium,max_gap 17.0d forces non-perishable storage
470959,Traestammer,ambient,30,False,,low,low,"Unknown item, default to ambient"
470970,Studenterbrød,dry,5,True,90,medium,high,Bread at room temp or frozen
470971,Fragelite,ambient,365,False,,low,high,Beverages shelf-stable at room temp
470973,Romkugle,frozen,14,True,180,low,medium,max_gap 15.0d forces non-perishable storage
470974,Lille Frugt Tærte,ambient,365,False,,low,high,Beverages shelf-stable at room temp
470977,Aran Ciata Rossa,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
470979,Chinoto,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
470980,Limonata,frozen,14,True,180,low,medium,max_gap 15.0d forces non-perishable storage
470981,Sparkling Apple,ambient,30,False,,low,low,"Unknown item, default to ambient"
470986,Sparkling Ginger,frozen,14,True,180,low,medium,max_gap 14.0d forces non-perishable storage
470989,Sparkling Rehubarb,frozen,14,True,180,low,medium,max_gap 23.0d forces non-perishable storage
470991,Frosnapper,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
470992,Kanel Stang,ambient,30,False,,low,low,"Unknown item, default to ambient"
471004,Kaffebananbrod Vegan,ambient,365,False,,low,high,Beverages shelf-stable at room temp
471005,Bannanbrød Vegan,dry,5,True,90,medium,high,Bread at room temp or frozen
471006,Gulerodskage,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
471007,New Brod,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
471008,Honning/Napeleon Kage,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
471009,Jorber Kage,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
471073,Unspecified,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
471191,Unspecified,frozen,14,True,180,medium,low,"Unknown item, cadence 5.6d gap suggests freezing"
471599,Unspecified,ambient,30,False,,low,low,"Unknown item, default to ambient"
471703,Unspecified,ambient,30,False,,low,low,"Unknown item, default to ambient"
472885,Carlsberg,frozen,14,True,180,low,medium,max_gap 19.0d forces non-perishable storage
472890,Tuborg Classic,frozen,14,True,180,low,medium,max_gap 19.0d forces non-perishable storage
472894,Guinness,frozen,14,True,180,low,medium,max_gap 19.0d forces non-perishable storage
472895,Kilkenny,frozen,14,True,180,low,medium,max_gap 33.0d forces non-perishable storage
472900,Carlsberg 1883,frozen,14,True,180,low,medium,max_gap 19.0d forces non-perishable storage
472904,Jacobsen,frozen,14,True,180,low,medium,max_gap 26.0d forces non-perishable storage
472905,Grimbergen Double,frozen,14,True,180,low,medium,max_gap 20.0d forces non-perishable storage
472906,Grimbergen Blonde,frozen,14,True,180,low,medium,max_gap 27.0d forces non-perishable storage
472910,1664 Rose,frozen,14,True,180,low,medium,max_gap 26.0d forces non-perishable storage
472914,1664 Blanc,frozen,14,True,180,low,medium,max_gap 19.0d forces non-perishable storage
472936,Somersby Cider,ambient,30,False,,low,low,"Unknown item, default to ambient"
472939,Früli (Strawberry Beer),frozen,14,True,180,low,medium,max_gap 29.0d forces non-perishable storage
472940,Erdinger,ambient,30,False,,low,low,"Unknown item, default to ambient"
472941,Soft drinks (Cola etc.),frozen,14,True,180,low,medium,max_gap 19.0d forces non-perishable storage
472942,Mineral Water with/out Lemon,ambient,365,False,,low,high,Beverages shelf-stable at room temp
472943,Cocio,frozen,14,True,180,low,medium,max_gap 17.0d forces non-perishable storage
472944,"Orange Juice, Apple Juice, Pineapple Juice, Tomato Juice",frozen,14,True,180,low,medium,max_gap 52.0d forces non-perishable storage
472949,Ice Tea Peach,ambient,365,False,,low,high,Beverages shelf-stable at room temp
472956,Tea,ambient,365,False,,low,high,Beverages shelf-stable at room temp
472957,Black Coffee,ambient,30,False,,low,low,"Unknown item, default to ambient"
472959,Cappuccino,frozen,14,True,180,low,medium,max_gap 27.0d forces non-perishable storage
472960,Cafe Latte,frozen,14,True,180,low,medium,max_gap 45.0d forces non-perishable storage
472961,Hot Chocolate with Cream,frozen,14,True,180,low,medium,max_gap 27.0d forces non-perishable storage
472975,Irish Coffee,frozen,14,True,180,low,medium,max_gap 19.0d forces non-perishable storage
472979,Hot Lamumba,frozen,14,True,180,low,medium,max_gap 19.0d forces non-perishable storage
472985,Cappuccino and Baileys,frozen,14,True,180,medium,low,"Unknown item, cadence 14.0d gap suggests freezing"
472986,Chips with Salt,frozen,14,True,180,low,medium,max_gap 26.0d forces non-perishable storage
472989,Chips with Barbecue,ambient,30,False,,low,low,"Unknown item, default to ambient"
472990,Peanuts,frozen,14,True,180,low,medium,max_gap 24.0d forces non-perishable storage
473018,Malfy limone,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
473028,Malfy rosa,frozen,14,True,180,low,medium,max_gap 45.0d forces non-perishable storage
473038,Hendrinck's,ambient,365,False,,low,high,Beverages shelf-stable at room temp
473040,Gunpowder Irish Gin,refrigerated,14,True,90,medium,high,Cheese stores 2-3 weeks refrigerated
473065,Gin Hass,ambient,30,False,,low,low,"Unknown item, default to ambient"
473067,Irish Soup,dry,365,False,,low,high,"Dry goods stable, shelf-stable"
473068,Bloody Mary,ambient,365,False,,low,high,Beverages shelf-stable at room temp
473074,Tequila Sunrise,dry,365,False,,low,high,"Dry goods stable, shelf-stable"
473080,White Russian,refrigerated,14,True,90,medium,high,Cheese stores 2-3 weeks refrigerated
473082,Margarita,ambient,365,False,,low,high,Beverages shelf-stable at room temp
473187,Nordic (Non Alcohol),refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
473188,Erdinger (Non Alcohol),refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
473196,1664 (Non Alcohol),ambient,30,False,,low,low,"Unknown item, default to ambient"
473202,1 Shot,frozen,14,True,180,low,medium,max_gap 37.0d forces non-perishable storage
473205,5 Shot,ambient,30,False,,low,low,"Unknown item, default to ambient"
473220,Rød Pølse,dry,5,True,90,medium,high,Bread at room temp or frozen
473228,Ristet Pølse,dry,5,True,90,medium,high,Bread at room temp or frozen
473233,Almindelig Hotdog,ambient,30,False,,low,low,"Unknown item, default to ambient"
473236,Rød Knækpølse,dry,5,True,90,medium,high,Bread at room temp or frozen
473241,Ristet Hotdog,dry,365,False,,low,high,"Dry goods stable, shelf-stable"
473243,Fransk Hotdog,ambient,30,False,,low,low,"Unknown item, default to ambient"
473247,Ostepølse,frozen,14,True,180,low,medium,max_gap 21.0d forces non-perishable storage
473252,Pølse i Svøb,dry,5,True,90,medium,high,Bread at room temp or frozen
473259,Frankfurter,dry,5,True,90,medium,high,Bread at room temp or frozen
473261,Grillmedister,dry,5,True,90,medium,high,Bread at room temp or frozen
473262,Stor Fransk Hotdog,refrigerated,14,True,90,medium,high,Cheese stores 2-3 weeks refrigerated
473263,Kradser,frozen,14,True,180,medium,low,"Unknown item, cadence 8.0d gap suggests freezing"
473264,Pølsebrød,frozen,14,True,180,low,medium,max_gap 14.0d forces non-perishable storage
473268,Frikadellesandwich,refrigerated,3,True,180,high,high,"Fresh meat, 3-day shelf-life"
473270,Bøfsandwich,ambient,30,False,,low,low,"Unknown item, default to ambient"
473276,Ribbenssandwich Lille,ambient,30,False,,low,low,"Unknown item, default to ambient"
473280,Ribbenssandwich Stor,ambient,30,False,,low,low,"Unknown item, default to ambient"
473283,Big Burger,ambient,30,False,,low,low,"Unknown item, default to ambient"
473286,Cheeseburger,refrigerated,14,True,90,medium,high,Cheese stores 2-3 weeks refrigerated
473288,Bacon Burger,frozen,14,True,180,low,medium,max_gap 21.0d forces non-perishable storage
473290,Kyllingeburger,frozen,14,True,180,low,medium,max_gap 18.0d forces non-perishable storage
473293,Bacon Cheeseburger,refrigerated,3,True,180,high,high,"Fresh meat, 3-day shelf-life"
473296,Jumbo Burger,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
473298,Dobbelt Cheeseburger,frozen,14,True,180,low,medium,max_gap 31.0d forces non-perishable storage
473303,Dobbelt Bacon Cheeseburger,refrigerated,3,True,180,high,high,"Fresh meat, 3-day shelf-life"
473306,Parisertoast,dry,365,False,,low,high,"Dry goods stable, shelf-stable"
473308,Pitabrød med Falafel,dry,5,True,90,medium,high,Bread at room temp or frozen
473315,Lille sodavand,ambient,365,False,,low,high,Beverages shelf-stable at room temp
473316,Pitabrød med Kebab,dry,5,True,90,medium,high,Bread at room temp or frozen
473318,Mellem sodavand,dry,365,False,,low,high,"Dry goods stable, shelf-stable"
473328,Pølsemix,ambient,365,False,,low,high,Condiments stable at room temp
473329,Stor sodavand,ambient,365,False,,low,high,Beverages shelf-stable at room temp
473330,Chicken Nuggets,frozen,14,True,180,low,medium,max_gap 14.0d forces non-perishable storage
473331,Chicken Nuggets,frozen,14,True,180,low,medium,max_gap 14.0d forces non-perishable storage
473334,1+1/2 l. Sodavand,ambient,365,False,,low,high,Beverages shelf-stable at room temp
473335,Chili Cheese Tops 7 stk.,refrigerated,14,True,90,medium,high,Cheese stores 2-3 weeks refrigerated
473337,Vand,ambient,30,False,,low,low,"Unknown item, default to ambient"
473340,Øl,frozen,14,True,180,low,medium,max_gap 18.0d forces non-perishable storage
473347,Kyllingeburger,refrigerated,3,True,180,high,high,"Fresh meat, 3-day shelf-life"
473350,Fiskefilet 2 stk.,refrigerated,2,False,,high,high,"Fresh salad, short shelf-life"
473351,Bøfsandwich med sovs,ambient,30,False,,low,low,"Unknown item, default to ambient"
473356,Pommes Frites Lille,frozen,14,True,180,low,medium,max_gap 14.0d forces non-perishable storage
473364,Pommes Frites Stor,ambient,365,False,,low,high,Beverages shelf-stable at room temp
473370,Bacon 1 stk.,refrigerated,3,True,180,high,high,"Fresh meat, 3-day shelf-life"
473371,Bøfsandwich,frozen,14,True,180,low,medium,max_gap 17.0d forces non-perishable storage
473375,Dyppelse,ambient,30,False,,low,low,"Unknown item, default to ambient"
473377,Cheeseburger,frozen,14,True,180,low,medium,max_gap 23.0d forces non-perishable storage
473378,Ost 1 stk.,refrigerated,14,True,90,medium,high,Cheese stores 2-3 weeks refrigerated
473381,Jumboburger,ambient,30,False,,low,low,"Unknown item, default to ambient"
473383,Bigburger,frozen,14,True,180,medium,low,"Unknown item, cadence 7.7d gap suggests freezing"
473384,Juniorburger,frozen,14,True,180,low,medium,max_gap 21.0d forces non-perishable storage
473388,Ribbensandwich,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
473389,Børnemenu,ambient,30,False,,low,low,"Unknown item, default to ambient"
473393,"Coca Cola 0,5 l",ambient,365,False,,low,high,Beverages shelf-stable at room temp
473394,Hamburger,frozen,14,True,180,low,medium,max_gap 23.0d forces non-perishable storage
473395,"Faxe Kondi 0,5 l",frozen,14,True,180,medium,low,"Unknown item, cadence 2.5d gap suggests freezing"
473398,"Pepsi Max 0,5 l",frozen,14,True,180,medium,low,"Unknown item, cadence 7.0d gap suggests freezing"
473400,Pommes frites Stor,ambient,365,False,,low,high,Beverages shelf-stable at room temp
473404,Cocio Lille,frozen,14,True,180,medium,low,"Unknown item, cadence 3.3d gap suggests freezing"
473405,Cocio Stor,ambient,30,False,,low,low,"Unknown item, default to ambient"
473406,"Kildevand 0,5 l",frozen,14,True,180,medium,low,"Unknown item, cadence 2.9d gap suggests freezing"
473436,Stegte ris,dry,365,False,,low,high,"Dry goods stable, shelf-stable"
473442,Oksekød i karry,refrigerated,3,True,180,high,high,"Fresh meat, 3-day shelf-life"
473447,Oksekød med ananas,frozen,14,True,180,high,high,Meat requires freezing for 5.6d gaps
473451,Oksekød med løg,frozen,14,True,180,low,medium,max_gap 19.0d forces non-perishable storage
473453,Oksekød saté,refrigerated,3,True,180,high,high,"Fresh meat, 3-day shelf-life"
473459,Oksekød med bambusskud,refrigerated,3,True,180,high,high,"Fresh meat, 3-day shelf-life"
473462,Dybstegt kylling i sursødsovs,refrigerated,3,True,180,high,high,"Fresh meat, 3-day shelf-life"
473464,Kylling i karry,refrigerated,3,True,180,high,high,"Fresh meat, 3-day shelf-life"
473468,Kylling saté,refrigerated,3,True,180,high,high,"Fresh meat, 3-day shelf-life"
473490,Kylling med grøntsager,frozen,14,True,180,high,high,Meat requires freezing for 7.0d gaps
473492,Lykkelig familie,ambient,30,False,,low,low,"Unknown item, default to ambient"
473496,63A hønsekødssuppe,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
473497,63A Forårsrulle,ambient,30,False,,low,low,"Unknown item, default to ambient"
473505,64B hønsekødssuppe,ambient,30,False,,low,low,"Unknown item, default to ambient"
473508,64B forårsrulle,ambient,30,False,,low,low,"Unknown item, default to ambient"
473513,Pekingand champignon sovs,ambient,30,False,,low,low,"Unknown item, default to ambient"
473535,Hjemmelavet forårsrulle,dry,365,False,,low,high,"Dry goods stable, shelf-stable"
473542,Hønsekødssuppe,ambient,30,False,,low,low,"Unknown item, default to ambient"
473546,Forårsrulle med salat,refrigerated,2,False,,high,high,"Fresh salad, short shelf-life"
473553,Forårsrulle med karrysovs,frozen,14,True,180,low,medium,max_gap 16.0d forces non-perishable storage
473560,Rødspætte i sur sød sovs,ambient,365,False,,low,high,Beverages shelf-stable at room temp
473564,Rødspætte i karrysovs,ambient,365,False,,low,high,Beverages shelf-stable at room temp
473574,Dybtstegte rejer i sursød,frozen,14,True,180,high,high,Fish frozen for 7.2d gaps
473580,Små rejer i karry,refrigerated,2,True,180,high,high,"Fresh fish, 2-day shelf-life"
473622,Pose,ambient,30,False,,low,low,"Unknown item, default to ambient"
477998,Unspecified,ambient,30,False,,low,low,"Unknown item, default to ambient"
478032,Carlsberg Pilsner,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478033,Tuborg Classic,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478034,Brown Ale,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478035,Rød Tuborg,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478036,Double,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478041,Juicy IPA,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478046,1664 Blanc,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478051,Pulp Art,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478053,Mikkeller Burst Ipa,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478054,Brooklyn Uden Alkohol,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478063,Monaco,ambient,365,False,,low,high,Beverages shelf-stable at room temp
478068,Kaffe,ambient,365,False,,low,high,Beverages shelf-stable at room temp
478070,Espresso,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478071,Double Espresso,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478072,Cortado,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478073,Cappuccino,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478077,Caffe Latte,ambient,365,False,,low,high,Beverages shelf-stable at room temp
478078,Chokolade m/u Flødeskum,refrigerated,14,True,90,medium,high,Cheese stores 2-3 weeks refrigerated
478084,Diverse The,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478086,Irish Coffee,dry,365,False,,low,high,"Dry goods stable, shelf-stable"
478090,French Coffee,ambient,30,False,,low,low,"Unknown item, default to ambient"
478094,Grøn Tuborg,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478095,Ceres Top,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478096,Guld Tuborg,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478097,Blå Thor,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478098,Carlsberg Elephant,refrigerated,3,True,90,medium,low,"Daily staple, assume perishable"
478100,Brooklyn Lager,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478102,Guinness (Dåse),ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478103,Cider Nørrebro,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478105,Tuborg Classic Nul,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478106,1664 Blanc,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478108,San Miguel Especial,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478109,Gin & Tonic,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478112,Gin Hass,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478113,Bramble,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478114,Collins,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478115,Gimlet,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478116,Negroni,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478117,Malfy G&T,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478118,Cosmopolitan,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478119,Moscow Mule,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478123,Bloody Mary,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478124,White Russian,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478126,Espresso Martini,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478135,Dark ' N ' Stormy,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478136,Daiquiri,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478137,Pina Colada,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478138,Rainkiller,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478142,Whisky Sour,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478143,Pastis,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478180,Aarhus Rom,ambient,180,False,,low,low,Unknown daily item; ambient stable.
478181,Santissima  3 år,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478182,Santissima  7 år,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478196,Nordsøolie,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478197,Fernet Branca,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478198,Arnbitter,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478204,After Eight,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478205,Tequila,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478213,Sauvignon Blanc glas,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478226,Dom. De Pellehaut glas,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478229,Flaske  20 cl.,ambient,180,False,,low,low,Unknown daily item; ambient stable.
478230,Husets Røde Glas,refrigerated,2,False,,high,high,Wine glass; oxidizes after opening.
478231,Côtes du Rhone Glas,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478232,Bordeaux Glas,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478233,Moulin-à-Vent Glas,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
478444,Unspecified,ambient,180,False,,low,low,Unspecified daily; assume ambient stable.
478570,Vand,ambient,730,False,,low,high,"Bottled water, ambient."
478635,Unspecified,ambient,180,False,,low,low,Unspecified; pattern daily_staple.
478877,Unspecified,ambient,180,False,,low,low,Unspecified; pattern weekday_regular.
479021,Unspecified,ambient,180,False,,low,low,Unspecified; pattern weekend_heavy.
480007,Alm Øl,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
480008,Lux Øl,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
480009,Alm Spiritus,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
480010,Bitter,ambient,180,False,,low,low,Unknown daily item; ambient stable.
480011,Shots,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
480012,Sodavand,ambient,730,False,,low,high,"Bottled water, ambient."
480013,Red Bull,ambient,180,False,,low,low,Unknown; conservative ambient.
480014,TB,ambient,180,False,,low,low,Unknown; conservative ambient.
480015,3 TB,ambient,180,False,,low,low,Unknown; conservative ambient.
480016,Vin,ambient,180,False,,low,low,Unknown; conservative ambient.
480017,Dobbelt + Vand,ambient,730,False,,low,high,"Bottled water, ambient."
480018,Sæt,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
480020,10 Turskort,ambient,180,False,,low,low,Unknown daily item; ambient stable.
480021,Cigaretter,ambient,180,False,,low,low,Unknown; conservative ambient.
480022,Toast,ambient,180,False,,low,low,Unknown; conservative ambient.
480023,Chips,ambient,180,False,,low,low,Unknown; conservative ambient.
480024,1Flaske Sprut+ Vand,ambient,730,False,,low,high,"Bottled water, ambient."
480025,I Flaske Snaps + Baileys,ambient,180,False,,low,low,Unknown daily item; ambient stable.
480027,Div,ambient,180,False,,low,low,Unknown; conservative ambient.
480028,Happy hour,ambient,180,False,,low,low,Unknown; conservative ambient.
480029,Tilbud 1,ambient,365,False,,low,low,Unknown; gap 14.0d is non-perishable.
480031,Gaver,ambient,180,False,,low,low,Unknown daily item; ambient stable.
480036,Forårsruller (4 Stk),refrigerated,2,False,,high,high,Wine glass; oxidizes after opening.
480037,Tempura Rejer (4 Stk),ambient,365,False,,low,low,Unknown; gap 20.0d is non-perishable.
480038,Nr. 1 Panang Karry,ambient,180,False,,low,low,Unknown; conservative ambient.
480039,Nr. 2 Grøn Karry,ambient,180,False,,low,low,Unknown; conservative ambient.
480040,Nr. 3 Gul Karry,ambient,365,False,,low,low,Unknown; gap 21.0d is non-perishable.
480041,Nr. 4 Pad Kra Pow,ambient,180,False,,low,low,Unknown; conservative ambient.
480042,Nr. 4 Pad Kra Pow Rejer,ambient,180,False,,low,low,Unknown; conservative ambient.
480045,Nr. 5 Pad Pet Nua,ambient,180,False,,low,low,Unknown; conservative ambient.
480047,Nr. 5 Stegte grøntsager Rejer,ambient,365,False,,low,low,Unknown; gap 23.0d is non-perishable.
480048,Nr. 6 Pad Priew Wan,ambient,180,False,,low,low,Unknown; conservative ambient.
480051,Pose,ambient,365,False,,low,low,Unknown; gap 17.0d is non-perishable.
480052,Vand,ambient,730,False,,low,high,"Water, ambient. Gap 18.0d."
480053,Sodavand,ambient,730,False,,low,high,"Water, ambient. Gap 19.0d."
480159,Unspecified,ambient,180,False,,low,low,Unspecified daily; assume ambient stable.
480252,Margarita,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
480257,Vesuvio,ambient,180,False,,low,low,Unknown; conservative ambient.
480262,Capricossa,ambient,365,False,,low,low,Unknown; gap 15.0d is non-perishable.
480264,Hawaii,ambient,180,False,,low,low,Unknown; conservative ambient.
480268,Peperoni,ambient,180,False,,low,low,Unknown; conservative ambient.
480270,Dano,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
480275,Oriental,ambient,180,False,,low,low,Unknown; conservative ambient.
480277,Bolognese,ambient,180,False,,low,low,Unknown; conservative ambient.
480278,O Solo Mio,frozen,30,True,90,high,low,Gap 10.0d; frozen for stability.
480279,Al Tonno,frozen,30,True,90,high,low,Gap 8.0d; frozen for stability.
480280,Salmone,ambient,180,False,,low,low,Unknown; conservative ambient.
480285,Parma,ambient,180,False,,low,low,Unknown; conservative ambient.
480287,Gorgonzola,ambient,180,False,,low,low,Unknown; conservative ambient.
480288,Pizza Patate,ambient,180,False,,low,low,Unknown; conservative ambient.
480289,115. Pizza Carne Macinate,ambient,180,False,,low,low,Unknown; conservative ambient.
480294,Pizza Insalata,ambient,180,False,,low,low,Unknown; conservative ambient.
480297,Pollo,ambient,180,False,,low,low,Unknown; conservative ambient.
480298,Special,ambient,365,False,,low,low,Unknown; gap 23.0d is non-perishable.
480299,Dantes Special,ambient,180,False,,low,low,Unknown; conservative ambient.
480300,Vegetar,ambient,365,False,,low,low,Unknown; gap 30.0d is non-perishable.
480305,Dino,ambient,180,False,,low,low,Unknown; conservative ambient.
480311,Calzone,ambient,180,False,,low,low,Unknown; conservative ambient.
480312,Calzone Bolognese,ambient,365,False,,low,low,Unknown; gap 20.0d is non-perishable.
480315,Matador,ambient,180,False,,low,low,Unknown; conservative ambient.
480319,Mervan,ambient,180,False,,low,low,Unknown; conservative ambient.
480322,Mexicana,ambient,180,False,,low,low,Unknown; conservative ambient.
480323,Amigos,ambient,365,False,,low,low,Unknown; gap 15.0d is non-perishable.
480324,Azteca,ambient,365,False,,low,low,Unknown; gap 25.0d is non-perishable.
480325,Bamse,ambient,180,False,,low,low,Unknown; conservative ambient.
480326,Friskbagt Pizza Sandwich,ambient,180,False,,low,low,Unknown; conservative ambient.
480327,Zuppa Di Pomodore,ambient,180,False,,low,low,Unknown; conservative ambient.
480328,Coctail Di Gamberetti,ambient,365,False,,low,low,Unknown; gap 33.0d is non-perishable.
480337,Bruschetta Di Salmone,ambient,180,False,,low,low,Unknown; conservative ambient.
480338,Hvidløgsbrød (Indbagt),ambient,180,False,,low,low,Unknown; conservative ambient.
480347,Parmaskinke Med Melon,ambient,365,False,,low,low,Unknown; gap 14.0d is non-perishable.
